Player,Nation,Pos,Squad,Comp,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Press,Pass Types_Sw,Pass Types_Crs,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Height_Ground,Height_Low,Height_High,Body Parts_Left,Body Parts_Right,Body Parts_Head,Body Parts_TI,Body Parts_Other,Outcomes_Cmp,Outcomes_Off,Outcomes_Out,Outcomes_Int,Outcomes_Blocks,SCA_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_Drib,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_Drib,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,GCA Types_OG,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Vs Dribbles_Tkl,Vs Dribbles_Att,Vs Dribbles_Tkl%,Vs Dribbles_Past,Pressures_Press,Pressures_Succ,Pressures_%,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Att 3rd,Blocks_Blocks,Blocks_Sh,Blocks_ShSv,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Pl,Dribbles_Megs,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_Prog,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Targ,Receiving_Rec,Receiving_Rec%,Receiving_Prog,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,30-003,13.5,1,7,4,57.1,0.52,0.30,0.14,0.25,8.6,0,0,0,0.9,0.9,0.12,+0.1,+0.1,510,594,85.9,10998,3093,137,155,88.4,283,310,91.3,88,120,73.3,0,0.0,0.0,0,25,0,0,23,579,15,13,0,85,11,3,0,0,0,0,444,67,83,171,362,35,2,4,510,2,9,6,6,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,18,7,8,9,1,4,13,30.8,9,102,34,33.3,51,50,1,23,9,0,14,20,38,54,0,709,71,399,320,33,12,697,4,5,80.0,4,0,417,1891,964,15,3,0,0,0,447,437,97.8,3,2,0,0,7,16,2,3,20,7,0,0,0,126,38,25,60.3
Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,22-256,6.6,0,3,2,66.7,0.45,0.30,0.00,0.00,17.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,222,291,76.3,3657,1389,110,130,84.6,94,112,83.9,15,31,48.4,0,0.1,-0.1,1,7,3,0,15,224,67,5,0,37,1,6,0,0,0,0,160,77,54,26,182,14,62,0,222,0,7,14,18,6,4,1,0,0,1,0,1,0,0,0,0,1,0,0,10,6,6,3,1,4,6,66.7,2,85,27,31.8,32,39,14,14,2,0,12,10,20,12,0,363,18,123,169,90,2,300,7,9,77.8,7,0,194,935,470,16,5,0,10,5,223,188,84.3,7,3,0,0,10,12,0,6,10,6,0,0,0,57,11,11,50.0
İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,30-114,15.3,11,34,14,41.2,2.23,0.92,0.29,0.71,15.7,2,1,2,7.0,5.4,0.16,+4.0,+4.6,1029,1143,90.0,17346,3455,520,550,94.5,406,442,91.9,85,117,72.6,1,3.4,-2.4,29,92,23,0,91,1110,33,19,3,127,21,12,12,2,4,1,945,97,101,348,764,20,1,4,1029,4,8,20,13,60,43,3,6,4,2,2,8,3,0,3,0,1,1,0,15,11,8,6,1,6,25,24.0,19,145,43,29.7,34,74,37,12,3,0,9,11,26,8,0,1270,18,167,765,449,58,1236,20,31,64.5,23,1,907,4725,2539,115,50,7,11,8,1164,1057,90.8,74,0,0,0,7,14,1,12,11,11,1,0,0,117,9,11,45.0
Christian Günter,de GER,DF,Freiburg,de Bundesliga,27-353,21.0,0,14,3,21.4,0.67,0.14,0.00,0.00,23.8,0,0,0,0.5,0.5,0.03,-0.5,-0.5,717,992,72.3,13848,5614,313,352,88.9,286,378,75.7,106,207,51.2,2,3.3,-1.3,42,47,37,24,73,756,236,35,0,121,62,81,28,15,9,1,463,261,268,648,136,23,173,2,717,5,27,14,50,60,42,14,0,2,2,0,4,3,1,0,0,0,0,0,28,15,18,8,2,11,35,31.4,24,241,64,26.6,85,103,53,34,5,0,29,15,43,28,0,1160,38,268,511,440,32,930,13,25,52.0,14,1,633,2669,1584,80,33,10,15,14,814,684,84.0,66,0,0,0,19,11,2,81,15,15,0,0,0,120,14,9,60.9
Koray Günter,de GER,DF,Hellas Verona,it Serie A,26-183,8.3,0,2,1,50.0,0.24,0.12,0.00,0.00,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,411,484,84.9,9212,2324,91,109,83.5,235,259,90.7,85,114,74.6,0,0.0,0.0,1,15,0,0,30,468,16,15,0,49,10,0,0,0,0,0,334,65,85,51,366,43,1,3,411,0,10,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,9,7,0,3,6,50.0,3,81,29,35.8,45,34,2,24,16,1,8,17,33,48,0,591,61,276,343,9,3,575,4,4,100.0,4,0,329,1706,894,14,4,0,2,1,334,327,97.9,2,0,0,0,10,2,0,0,17,7,0,1,0,133,33,29,53.2
Jon Guridi,es ESP,MF,Real Sociedad,es La Liga,25-353,5.1,0,6,2,33.3,1.17,0.39,0.00,0.00,17.6,0,0,0,0.7,0.7,0.12,-0.7,-0.7,145,182,79.7,2484,607,76,91,83.5,55,66,83.3,12,18,66.7,1,0.6,+0.4,4,17,4,1,12,177,5,4,0,31,2,2,0,0,0,0,137,14,31,142,19,13,1,0,145,1,5,3,1,7,4,0,0,1,2,0,1,1,0,0,0,0,0,0,14,7,6,5,3,4,11,36.4,7,98,27,27.6,18,62,18,5,0,0,5,5,19,5,0,243,9,35,142,89,10,239,9,12,75.0,9,0,163,965,474,24,11,0,7,5,208,163,78.4,16,2,0,0,9,10,0,2,5,7,1,0,0,40,9,14,39.1
Malo Gusto,fr FRA,MF,Lyon,fr Ligue 1,17-272,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Raúl Guti,es ESP,MF,Elche,es La Liga,24-047,17.1,1,14,3,21.4,0.82,0.18,0.07,0.33,20.9,0,0,0,0.8,0.8,0.06,+0.2,+0.2,567,694,81.7,9859,1880,261,294,88.8,222,259,85.7,66,108,61.1,0,0.0,0.0,1,33,2,0,26,670,24,12,0,113,16,6,0,0,0,0,534,71,89,29,643,15,2,0,567,3,9,17,17,5,3,0,0,0,1,1,1,0,0,0,0,1,0,0,21,16,12,9,0,4,12,33.3,8,196,59,30.1,81,94,21,24,1,0,23,19,40,20,0,859,26,248,551,107,12,838,22,38,57.9,27,6,603,2636,1099,47,7,2,17,22,683,593,86.8,13,2,0,0,18,28,1,6,19,16,0,0,0,142,10,8,55.6
Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,es La Liga,30-037,10.5,0,2,1,50.0,0.19,0.10,0.00,0.00,11.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,263,309,85.1,6010,1298,65,73,89.0,136,148,91.9,57,78,73.1,0,0.1,-0.1,2,6,0,0,12,289,20,19,0,34,10,0,0,0,0,0,219,31,59,26,245,21,1,3,263,1,5,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,11,5,0,3,11,27.3,8,77,30,39.0,47,30,0,13,7,0,6,9,25,40,0,390,59,184,204,11,4,370,0,0,,0,0,175,663,275,9,0,0,1,0,197,189,95.9,1,2,1,0,9,0,0,0,9,13,0,1,0,95,21,16,56.8
Emanuel Gyasi,gh GHA,FW,Spezia,it Serie A,27-035,19.0,2,21,13,61.9,1.10,0.68,0.10,0.15,12.4,0,0,0,4.3,4.3,0.20,-2.3,-2.3,476,572,83.2,6512,1185,306,337,90.8,118,152,77.6,29,43,67.4,4,2.4,+1.6,16,12,17,3,39,568,4,1,1,120,7,25,0,0,0,0,480,48,44,106,442,6,3,5,476,2,6,14,18,39,31,0,5,2,0,1,7,6,0,1,0,0,0,0,22,16,12,5,5,6,16,37.5,10,226,65,28.8,54,94,78,9,2,0,7,12,34,2,0,737,11,86,358,354,65,734,20,28,71.4,20,0,601,3043,1391,78,19,21,37,30,924,579,62.7,118,4,0,0,41,31,18,25,12,16,0,0,0,97,14,28,33.3
Janik Haberer,de GER,"MF,FW",Freiburg,de Bundesliga,26-319,2.4,0,3,1,33.3,1.25,0.42,0.00,0.00,18.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,70,95,73.7,1246,312,30,38,78.9,28,38,73.7,10,15,66.7,0,0.0,0.0,0,3,2,0,11,93,2,1,0,23,1,1,0,0,0,0,66,14,15,12,74,7,0,0,70,0,3,4,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,5,3,3,0,3,11,27.3,8,62,23,37.1,20,29,13,5,1,0,4,4,10,4,0,124,9,36,72,31,3,123,3,3,100.0,3,0,73,452,202,9,8,0,5,0,81,64,79.0,5,0,0,0,8,6,0,1,4,5,0,1,0,38,3,8,27.3
Alexander Hack,de GER,DF,Mainz 05,de Bundesliga,27-160,10.9,1,6,1,16.7,0.55,0.09,0.17,1.00,10.8,0,0,0,0.2,0.2,0.04,+0.8,+0.8,384,505,76.0,8927,3623,98,124,79.0,186,218,85.3,96,148,64.9,0,0.4,-0.4,6,26,2,0,41,471,34,30,1,64,17,1,0,0,0,0,308,63,134,395,40,42,4,2,384,1,5,6,14,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,30,16,20,8,2,18,28,64.3,10,86,32,37.2,52,28,6,17,13,0,4,18,48,79,1,652,100,374,294,22,11,620,5,6,83.3,5,0,312,1637,1023,23,5,0,3,1,336,325,96.7,2,1,0,0,12,10,0,1,18,16,0,1,0,140,45,18,71.4
Antwoine Hackford,eng ENG,"DF,FW",Sheffield Utd,eng Premier League,16-332,0.1,0,1,0,0.0,8.18,0.00,0.00,,12.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1,1,1,100.0,4,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,2,66.7,0,0,3,1,0,0,1,0,0,0,0,3,0,0,2,1,1,3,0,0,,0,0,0,0,0,0,0,0,0,0,8,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Munir El Haddadi,es ESP,FW,Sevilla,es La Liga,25-167,7.0,4,27,9,33.3,3.83,1.28,0.15,0.44,16.7,1,0,0,3.1,3.1,0.12,+0.9,+0.9,226,281,80.4,3864,698,105,124,84.7,93,106,87.7,19,33,57.6,1,1.4,-0.4,10,12,11,4,19,271,10,2,0,51,12,16,7,0,1,0,211,28,42,241,27,7,1,1,226,0,9,4,10,23,14,3,3,1,2,0,2,2,0,0,0,0,0,0,7,6,4,2,1,1,12,8.3,11,123,31,25.2,26,56,41,5,0,0,5,2,9,3,0,385,5,34,181,193,39,374,13,19,68.4,13,0,300,1487,829,42,12,6,16,18,381,296,77.7,62,1,0,0,18,19,5,16,2,6,0,0,0,56,8,11,42.1
André Hahn,de GER,"FW,MF",Augsburg,de Bundesliga,30-186,11.7,4,24,8,33.3,2.06,0.69,0.17,0.50,15.9,0,0,0,2.6,2.6,0.11,+1.4,+1.4,148,255,58.0,2519,471,72,109,66.1,60,101,59.4,11,28,39.3,1,0.6,+0.4,9,7,6,2,12,245,10,0,0,81,9,10,0,0,0,0,134,56,65,31,163,21,3,6,148,0,11,15,12,18,11,0,2,2,1,2,4,1,0,1,1,0,1,0,24,13,6,15,3,10,34,29.4,24,262,57,21.8,48,125,89,21,1,0,20,9,33,13,0,399,13,74,208,137,34,389,12,22,54.5,13,1,219,1036,452,24,6,3,21,19,505,268,53.1,54,1,0,0,19,15,8,10,9,13,0,0,0,51,41,36,53.2
Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,de Bundesliga,23-015,12.4,1,24,5,20.8,1.94,0.40,0.04,0.20,18.8,0,0,0,2.8,2.8,0.12,-1.8,-1.8,460,583,78.9,7083,2225,276,313,88.2,140,180,77.8,32,55,58.2,1,1.2,-0.2,17,36,13,5,52,563,20,1,1,117,12,16,0,0,0,0,395,102,86,57,452,25,19,8,460,2,10,18,15,33,26,0,2,2,2,1,3,2,0,0,1,0,0,0,32,21,11,15,6,9,27,33.3,18,226,72,31.9,48,129,49,24,2,0,22,13,45,11,0,750,15,133,412,245,32,730,16,28,57.1,17,2,493,2014,1159,63,17,6,24,19,628,506,80.6,50,2,0,0,17,11,3,16,13,21,0,0,0,128,25,28,47.2
Massadio Haïdara,ml MLI,DF,Lens,fr Ligue 1,28-075,13.8,0,9,1,11.1,0.65,0.07,0.00,0.00,12.7,0,0,0,1.3,1.3,0.15,-1.3,-1.3,667,799,83.5,12343,4268,287,316,90.8,294,336,87.5,75,121,62.0,1,2.0,-1.0,14,44,12,7,68,704,95,25,0,90,17,22,0,0,0,0,567,101,131,613,73,30,70,1,667,2,16,19,18,23,20,0,1,0,1,1,2,2,0,0,0,0,0,0,37,22,13,22,2,12,23,52.2,11,198,73,36.9,76,92,30,25,2,0,23,22,59,37,1,957,26,235,604,177,20,870,9,14,64.3,9,0,603,3351,2135,89,17,2,9,11,677,610,90.1,12,3,0,0,21,25,1,22,22,22,1,0,0,116,30,12,71.4
Achraf Hakimi,ma MAR,DF,Inter,it Serie A,22-103,16.7,6,25,11,44.0,1.50,0.66,0.24,0.55,15.4,1,0,0,3.1,3.1,0.13,+2.9,+2.9,699,853,81.9,11303,3682,376,427,88.1,244,283,86.2,58,89,65.2,4,4.4,-0.4,24,35,29,16,63,732,121,10,0,74,24,66,2,0,1,0,592,177,84,111,616,14,109,0,699,0,8,19,41,49,40,3,2,0,4,0,12,10,0,0,0,2,0,0,27,18,15,8,4,12,30,40.0,18,264,83,31.4,96,79,89,25,1,0,24,10,37,9,0,1025,23,173,395,519,81,910,22,45,48.9,25,7,692,3853,2600,122,30,21,29,16,834,719,86.2,96,4,0,0,19,22,5,66,10,18,1,0,0,103,6,10,37.5
Erling Håland,no NOR,FW,Dortmund,de Bundesliga,20-209,15.1,15,52,27,51.9,3.44,1.79,0.27,0.52,12.8,0,1,2,13.3,11.7,0.23,+1.7,+2.3,192,273,70.3,2591,365,115,154,74.7,55,81,67.9,7,13,53.8,3,3.1,-0.1,12,9,8,0,14,249,24,0,0,62,0,9,0,0,0,0,188,56,29,180,58,16,1,5,192,3,6,8,12,34,23,0,6,4,1,0,9,6,0,3,0,0,0,0,3,3,1,2,0,1,8,12.5,7,151,45,29.8,5,57,89,13,5,0,8,3,6,5,0,409,8,13,170,249,111,383,16,23,69.6,17,0,243,1280,736,40,13,14,25,11,594,301,50.7,137,2,0,0,11,9,9,9,3,3,0,0,0,47,20,18,52.6
Sébastien Haller,ci CIV,FW,West Ham,eng Premier League,26-238,10.4,3,25,11,44.0,2.40,1.06,0.12,0.27,9.5,0,0,0,2.9,2.9,0.12,+0.1,+0.1,171,252,67.9,2749,525,99,137,72.3,47,64,73.4,17,28,60.7,0,1.2,-1.2,9,13,5,1,19,242,10,0,1,94,9,4,0,0,0,0,138,58,56,34,158,14,0,3,171,1,5,6,9,17,13,0,1,0,3,0,0,0,0,0,0,0,0,0,11,4,1,5,5,4,18,22.2,14,199,42,21.1,12,115,72,4,1,0,3,5,16,7,0,384,12,29,192,177,54,374,8,14,57.1,9,1,200,611,186,8,4,0,34,19,558,296,53.0,69,0,0,0,24,15,11,4,5,4,0,0,0,36,61,78,43.9
Marcel Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,29-141,11.6,2,6,2,33.3,0.52,0.17,0.17,0.50,18.3,0,1,1,1.3,0.5,0.09,+0.7,+0.5,887,1007,88.1,16432,5626,337,364,92.6,457,502,91.0,84,122,68.9,1,0.5,+0.5,7,80,10,5,102,939,68,13,2,113,12,10,1,1,0,0,750,130,127,766,130,30,54,6,887,3,8,11,11,21,19,0,1,0,0,1,2,2,0,0,0,0,0,0,26,18,16,8,2,7,24,29.2,17,113,50,44.2,49,52,12,9,1,0,8,9,35,29,1,1103,40,320,708,162,17,1034,10,15,66.7,11,2,768,3836,2481,120,35,1,6,9,844,815,96.6,28,2,0,0,13,7,1,10,9,18,0,0,0,132,35,17,67.3
Pierre-Yves Hamel,fr FRA,FW,Lorient,fr Ligue 1,27-012,8.8,4,22,8,36.4,2.51,0.91,0.14,0.38,14.4,0,1,1,4.1,3.4,0.15,-0.1,-0.4,113,173,65.3,1448,300,75,102,73.5,24,43,55.8,4,9,44.4,2,0.6,+1.4,8,4,5,0,9,156,17,0,0,56,1,1,0,0,0,0,97,37,39,18,100,22,0,7,113,0,10,4,9,20,15,0,0,2,1,2,3,2,0,0,1,0,0,0,17,12,3,9,5,2,8,25.0,6,155,49,31.6,14,89,52,11,1,0,10,6,23,6,0,293,8,25,159,115,27,275,3,5,60.0,3,0,139,422,230,12,2,1,31,18,339,193,56.9,46,3,0,0,20,8,4,1,6,12,0,0,0,33,39,42,48.1
Romain Hamouma,fr FRA,FW,Saint-Étienne,fr Ligue 1,33-323,15.4,4,26,12,46.2,1.69,0.78,0.15,0.33,15.6,2,0,0,2.5,2.2,0.09,+1.5,+1.8,333,509,65.4,5670,1486,165,218,75.7,103,142,72.5,44,98,44.9,1,2.5,-1.5,27,24,11,2,40,432,77,16,1,100,29,36,28,5,16,5,311,95,103,50,415,12,7,7,333,3,22,12,34,45,23,11,3,3,5,0,3,2,0,0,1,0,0,0,13,6,2,7,4,2,18,11.1,16,276,81,29.3,37,113,126,18,3,0,15,3,16,6,0,743,8,67,333,396,77,669,29,68,42.6,35,4,518,2633,1354,84,20,11,48,42,833,520,62.4,145,5,0,0,28,33,9,36,3,6,1,0,0,94,22,40,35.5
Samir Handanović,si SVN,GK,Inter,it Serie A,36-216,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,531,623,85.2,12912,6670,111,111,100.0,299,302,99.0,120,209,57.4,0,0.0,0.0,0,2,0,0,0,501,122,27,0,64,5,0,0,0,0,0,440,31,152,60,469,1,0,86,531,2,8,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,0,0,0,2,650,612,648,3,0,0,529,0,0,,0,0,366,1636,952,0,0,0,0,0,399,397,99.5,0,1,0,0,0,1,0,0,0,0,0,0,0,65,0,0,
Lukáš Haraslín,sk SVK,"FW,MF",Sassuolo,it Serie A,24-265,2.7,0,7,4,57.1,2.56,1.46,0.00,0.00,17.5,1,0,0,0.5,0.5,0.07,-0.5,-0.5,69,100,69.0,1070,294,47,55,85.5,17,21,81.0,5,20,25.0,0,0.6,-0.6,6,1,5,0,8,83,17,3,0,10,7,5,13,3,7,2,69,10,21,14,82,0,1,1,69,0,5,3,3,11,5,3,1,0,2,0,1,1,0,0,0,0,0,0,7,4,1,5,1,2,3,66.7,1,32,10,31.3,4,16,12,3,0,0,3,1,8,2,0,139,3,18,55,80,14,123,6,11,54.5,7,0,101,541,343,19,6,3,3,5,124,97,78.2,32,0,1,0,4,14,1,5,1,4,0,0,0,10,3,2,60.0
Amine Harit,ma MAR,"MF,FW",Schalke 04,de Bundesliga,23-242,12.6,1,9,3,33.3,0.71,0.24,0.11,0.33,22.3,1,0,0,0.5,0.5,0.06,+0.5,+0.5,379,504,75.2,6713,2305,171,208,82.2,144,181,79.6,47,77,61.0,5,3.4,+1.6,30,27,23,2,59,453,51,25,4,76,23,14,15,5,8,1,386,49,69,42,439,6,9,5,379,3,6,24,18,47,32,9,2,0,3,1,7,5,1,0,0,0,1,0,14,9,4,8,2,5,16,31.3,11,172,55,32.0,53,86,33,7,0,0,7,10,24,7,0,667,7,126,336,279,30,626,49,74,66.2,53,2,539,2999,1719,82,25,3,32,34,639,497,77.8,61,3,0,0,17,41,4,14,10,9,0,0,0,77,4,16,20.0
Rekeem Harper,eng ENG,MF,West Brom,eng Premier League,20-344,0.4,0,1,1,100.0,2.81,2.81,0.00,0.00,23.0,0,0,0,0.0,0.0,0.04,0.0,0.0,13,16,81.3,242,33,5,6,83.3,7,7,100.0,1,3,33.3,0,0.0,0.0,0,2,0,0,1,16,0,0,0,2,1,0,0,0,0,0,12,2,2,2,12,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,100.0,0,9,0,0.0,2,6,1,0,0,0,0,0,2,0,0,22,0,2,16,6,0,22,0,0,,0,0,11,41,18,1,1,0,1,0,14,12,85.7,2,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,
Jack Harrison,eng ENG,MF,Leeds United,eng Premier League,24-087,20.0,6,33,12,36.4,1.65,0.60,0.18,0.50,16.0,1,0,0,4.4,4.4,0.13,+1.6,+1.6,503,737,68.2,8407,2666,259,330,78.5,197,254,77.6,41,108,38.0,4,4.2,-0.2,37,22,41,11,69,708,29,3,1,115,26,66,18,9,8,0,475,96,166,503,175,30,8,4,503,5,19,25,46,66,56,2,2,2,2,2,10,7,0,2,0,0,1,0,39,24,20,9,10,9,23,39.1,14,360,122,33.9,102,117,141,23,1,0,22,14,53,17,0,986,25,185,335,529,69,958,32,49,65.3,34,3,711,4122,2322,128,29,15,52,40,910,708,77.8,124,2,0,0,16,16,8,66,14,24,0,0,0,132,24,29,45.3
Marcel Hartel,de GER,MF,Arminia,de Bundesliga,25-027,17.7,0,18,6,33.3,1.02,0.34,0.00,0.00,22.8,2,0,0,0.9,0.9,0.05,-0.9,-0.9,565,752,75.1,10342,2542,264,296,89.2,222,270,82.2,70,147,47.6,0,1.1,-1.1,11,44,16,7,54,660,92,48,1,146,23,29,18,6,9,0,508,81,163,86,617,30,2,4,565,2,18,23,23,23,19,2,2,0,0,0,1,1,0,0,0,0,0,0,35,21,16,16,3,12,37,32.4,25,305,90,29.5,86,158,61,27,5,0,22,15,50,13,0,915,30,198,521,260,24,826,19,36,52.8,20,4,572,2836,1257,57,19,4,17,16,640,540,84.4,55,1,0,0,6,16,4,29,15,21,0,0,0,174,13,18,41.9
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,de Bundesliga,37-028,16.0,0,2,1,50.0,0.13,0.06,0.00,0.00,21.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,819,939,87.2,16322,5008,270,308,87.7,429,463,92.7,115,156,73.7,0,0.0,0.0,0,62,9,1,72,895,44,43,1,117,16,2,0,0,0,0,751,74,114,176,698,45,1,0,819,4,9,18,7,18,15,1,0,0,1,1,1,1,0,0,0,0,0,0,34,26,22,8,4,18,33,54.5,15,175,71,40.6,83,77,15,19,7,0,12,17,51,48,0,1069,92,446,654,65,1,1027,3,5,60.0,3,0,645,4301,2725,76,14,0,3,8,739,720,97.4,12,4,0,0,11,21,0,2,17,26,0,0,0,172,25,22,53.2
Hans Hateboer,nl NED,DF,Atalanta,it Serie A,27-037,15.3,2,22,11,50.0,1.44,0.72,0.09,0.18,11.3,0,0,0,2.6,2.6,0.12,-0.6,-0.6,691,795,86.9,10359,3605,409,444,92.1,232,271,85.6,38,58,65.5,0,0.9,-0.9,18,32,20,8,66,698,97,8,0,84,8,19,0,0,0,0,569,119,107,142,519,26,89,2,691,1,10,11,15,33,30,0,0,3,0,0,1,1,0,0,0,0,0,0,19,11,7,11,1,7,17,41.2,10,147,48,32.7,40,61,46,12,0,0,12,10,29,8,0,903,17,193,403,373,53,810,4,11,36.4,4,0,595,2876,1798,64,24,1,13,14,785,663,84.5,69,2,0,0,15,8,1,19,10,11,0,1,0,90,22,11,66.7
Kortney Hause,eng ENG,DF,Aston Villa,eng Premier League,25-214,4.0,1,3,1,33.3,0.75,0.25,0.33,1.00,6.4,0,0,0,1.1,1.1,0.36,-0.1,-0.1,105,141,74.5,2305,613,22,29,75.9,63,74,85.1,18,34,52.9,0,0.0,0.0,0,8,0,0,6,135,6,6,0,25,3,2,0,0,0,0,82,16,43,95,13,16,0,0,105,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,0,,0,16,6,37.5,9,6,1,4,2,0,2,3,7,34,0,189,27,100,89,10,8,183,0,0,,0,0,87,422,163,1,0,0,2,0,99,91,91.9,0,1,0,0,2,1,0,2,3,4,0,0,0,49,33,9,78.6
Kai Havertz,de GER,"MF,FW",Chelsea,eng Premier League,21-249,10.9,1,13,4,30.8,1.19,0.37,0.08,0.25,14.4,0,0,0,1.6,1.6,0.12,-0.6,-0.6,463,544,85.1,6839,1107,271,299,90.6,143,167,85.6,31,40,77.5,2,1.3,+0.7,13,32,13,2,32,531,13,2,1,109,8,11,1,0,0,0,451,59,34,401,110,13,8,2,463,2,7,14,22,31,28,0,0,1,2,0,4,3,0,0,0,1,0,0,17,10,6,10,1,3,20,15.0,17,168,37,22.0,33,84,51,18,2,0,16,7,24,12,1,691,18,101,355,287,38,680,11,28,39.3,13,2,513,2588,1249,59,30,7,26,26,672,544,81.0,99,2,0,0,19,11,2,11,7,10,1,0,0,75,15,22,40.5
Isaac Hayden,eng ENG,"MF,DF",Newcastle Utd,eng Premier League,25-330,16.1,0,9,1,11.1,0.56,0.06,0.00,0.00,21.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,500,625,80.0,9842,2090,185,216,85.6,243,282,86.2,70,98,71.4,0,0.3,-0.3,4,29,0,0,22,573,52,20,1,100,16,6,0,0,0,0,429,74,122,78,449,43,22,2,500,1,14,13,25,9,6,0,0,0,1,2,0,0,0,0,0,0,0,0,33,23,9,20,4,7,19,36.8,12,267,65,24.3,111,123,33,34,6,0,28,29,62,50,1,805,61,283,419,128,10,755,6,13,46.2,7,0,422,1483,566,19,7,2,9,12,460,414,90.0,14,6,0,0,33,13,0,6,29,23,0,0,0,175,43,30,58.9
